"compound_id","pathway_id","pathway_name"
"C06614","map01120","Microbial metabolism in diverse environments"
"C06103","map01120","Microbial metabolism in diverse environments"
"C18246","map01120","Microbial metabolism in diverse environments"
"C11249","map01120","Microbial metabolism in diverse environments"
"C02505","map01120","Microbial metabolism in diverse environments"
"C18251","map01120","Microbial metabolism in diverse environments"
"C15986","map01120","Microbial metabolism in diverse environments"
"C00097","map01200","Carbon metabolism"
"C00158","map01200","Carbon metabolism"
"C00025","map01200","Carbon metabolism"
"C00014","map01200","Carbon metabolism"
"C00041","map01200","Carbon metabolism"
"C00042","map01200","Carbon metabolism"
"C00122","map01200","Carbon metabolism"
"C02356","map01210","2-Oxocarboxylic acid metabolism"
"C04272","map01210","2-Oxocarboxylic acid metabolism"
"C17226","map01210","2-Oxocarboxylic acid metabolism"
"C02226","map01210","2-Oxocarboxylic acid metabolism"
"C00041","map01210","2-Oxocarboxylic acid metabolism"
"C00407","map01210","2-Oxocarboxylic acid metabolism"
"C17218","map01210","2-Oxocarboxylic acid metabolism"
"C00073","map01210","2-Oxocarboxylic acid metabolism"
"C00079","map01210","2-Oxocarboxylic acid metabolism"
"C01250","map01210","2-Oxocarboxylic acid metabolism"
"C17219","map01210","2-Oxocarboxylic acid metabolism"
"C02504","map01210","2-Oxocarboxylic acid metabolism"
"C00158","map01210","2-Oxocarboxylic acid metabolism"
"C00025","map01210","2-Oxocarboxylic acid metabolism"
"C00082","map01210","2-Oxocarboxylic acid metabolism"
"C02990","map01212","Fatty acid metabolism"
"C00587","map01220","Degradation of aromatic compounds"
"C00556","map01220","Degradation of aromatic compounds"
"C00156","map01220","Degradation of aromatic compounds"
"C07208","map01220","Degradation of aromatic compounds"
"C01606","map01220","Degradation of aromatic compounds"
"C01542","map01220","Degradation of aromatic compounds"
"C07085","map01220","Degradation of aromatic compounds"
"C07733","map01220","Degradation of aromatic compounds"
"C00122","map01220","Degradation of aromatic compounds"
"C00261","map01220","Degradation of aromatic compounds"
"C07083","map01220","Degradation of aromatic compounds"
"C06103","map01220","Degradation of aromatic compounds"
"C00811","map01220","Degradation of aromatic compounds"
"C01455","map01220","Degradation of aromatic compounds"
"C08062","map01220","Degradation of aromatic compounds"
"C04793","map01220","Degradation of aromatic compounds"
"C14101","map01220","Degradation of aromatic compounds"
"C00042","map01220","Degradation of aromatic compounds"
"C02909","map01220","Degradation of aromatic compounds"
"C00407","map01230","Biosynthesis of amino acids"
"C00025","map01230","Biosynthesis of amino acids"
"C02504","map01230","Biosynthesis of amino acids"
"C00148","map01230","Biosynthesis of amino acids"
"C00082","map01230","Biosynthesis of amino acids"
"C00449","map01230","Biosynthesis of amino acids"
"C00073","map01230","Biosynthesis of amino acids"
"C00062","map01230","Biosynthesis of amino acids"
"C04421","map01230","Biosynthesis of amino acids"
"C00019","map01230","Biosynthesis of amino acids"
"C01250","map01230","Biosynthesis of amino acids"
"C03972","map01230","Biosynthesis of amino acids"
"C00014","map01230","Biosynthesis of amino acids"
"C02637","map01230","Biosynthesis of amino acids"
"C00188","map01230","Biosynthesis of amino acids"
"C03406","map01230","Biosynthesis of amino acids"
"C05824","map01230","Biosynthesis of amino acids"
"C00135","map01230","Biosynthesis of amino acids"
"C00079","map01230","Biosynthesis of amino acids"
"C04272","map01230","Biosynthesis of amino acids"
"C00327","map01230","Biosynthesis of amino acids"
"C00097","map01230","Biosynthesis of amino acids"
"C00158","map01230","Biosynthesis of amino acids"
"C00041","map01230","Biosynthesis of amino acids"
"C00493","map01230","Biosynthesis of amino acids"
"C01762","map01232","Nucleotide metabolism"
"C00387","map01232","Nucleotide metabolism"
"C00242","map01232","Nucleotide metabolism"
"C00106","map01232","Nucleotide metabolism"
"C00380","map01232","Nucleotide metabolism"
"C00385","map01232","Nucleotide metabolism"
"C00294","map01232","Nucleotide metabolism"
"C05512","map01232","Nucleotide metabolism"
"C03033","map01240","Biosynthesis of cofactors"
"C20926","map01240","Biosynthesis of cofactors"
"C03227","map01240","Biosynthesis of cofactors"
"C00073","map01240","Biosynthesis of cofactors"
"C00019","map01240","Biosynthesis of cofactors"
"C06423","map01240","Biosynthesis of cofactors"
"C00156","map01240","Biosynthesis of cofactors"
"C01092","map01240","Biosynthesis of cofactors"
"C00493","map01240","Biosynthesis of cofactors"
"C01037","map01240","Biosynthesis of cofactors"
"C01279","map01240","Biosynthesis of cofactors"
"C00864","map01240","Biosynthesis of cofactors"
"C03114","map01240","Biosynthesis of cofactors"
"C06055","map01240","Biosynthesis of cofactors"
"C00255","map01240","Biosynthesis of cofactors"
"C00153","map01240","Biosynthesis of cofactors"
"C13309","map01240","Biosynthesis of cofactors"
"C00378","map01240","Biosynthesis of cofactors"
"C00097","map01240","Biosynthesis of cofactors"
"C02637","map01240","Biosynthesis of cofactors"
"C00082","map01240","Biosynthesis of cofactors"
"C03722","map01240","Biosynthesis of cofactors"
"C15809","map01240","Biosynthesis of cofactors"
"C00018","map01240","Biosynthesis of cofactors"
"C01300","map01240","Biosynthesis of cofactors"
"C00025","map01240","Biosynthesis of cofactors"
"C00158","map01240","Biosynthesis of cofactors"
"C02656","map01240","Biosynthesis of cofactors"
"C02191","map01240","Biosynthesis of cofactors"
"C20934","map01250","Biosynthesis of nucleotide sugars"
"C00270","map01250","Biosynthesis of nucleotide sugars"
"C00329","map01250","Biosynthesis of nucleotide sugars"
"C02713","map01250","Biosynthesis of nucleotide sugars"
"C00014","map01310","Nitrogen cycle"
"C00073","map01320","Sulfur cycle"
"C00097","map01320","Sulfur cycle"
"C00256","map01502","Vancomycin resistance"
"C00041","map01502","Vancomycin resistance"
"C00073","map01523","Antifolate resistance"
"C00245","map02010","ABC transporters"
"C00135","map02010","ABC transporters"
"C00407","map02010","ABC transporters"
"C00188","map02010","ABC transporters"
"C01835","map02010","ABC transporters"
"C01606","map02010","ABC transporters"
"C00148","map02010","ABC transporters"
"C00387","map02010","ABC transporters"
"C00378","map02010","ABC transporters"
"C00089","map02010","ABC transporters"
"C00255","map02010","ABC transporters"
"C05349","map02010","ABC transporters"
"C01279","map02010","ABC transporters"
"C00062","map02010","ABC transporters"
"C00025","map02010","ABC transporters"
"C05512","map02010","ABC transporters"
"C00503","map02010","ABC transporters"
"C00294","map02010","ABC transporters"
"C01083","map02010","ABC transporters"
"C00079","map02010","ABC transporters"
"C01762","map02010","ABC transporters"
"C00041","map02010","ABC transporters"
"C00042","map02020","Two-component system"
"C00158","map02020","Two-component system"
"C00025","map02020","Two-component system"
"C00122","map02020","Two-component system"
"C00089","map02060","Phosphotransferase system (PTS)"
"C00329","map02060","Phosphotransferase system (PTS)"
"C01094","map02060","Phosphotransferase system (PTS)"
"C01083","map02060","Phosphotransferase system (PTS)"
"C02713","map02060","Phosphotransferase system (PTS)"
"C00042","map04024","cAMP signaling pathway"
"C01312","map04024","cAMP signaling pathway"
"C20792","map04024","cAMP signaling pathway"
"C00025","map04068","FoxO signaling pathway"
"C00319","map04071","Sphingolipid signaling pathway"
"C00836","map04071","Sphingolipid signaling pathway"
"C00025","map04072","Phospholipase D signaling pathway"
"C00954","map04075","Plant hormone signal transduction"
"C08814","map04075","Plant hormone signal transduction"
"C08491","map04075","Plant hormone signal transduction"
"C01312","map04080","Neuroactive ligand-receptor interaction"
"C00506","map04080","Neuroactive ligand-receptor interaction"
"C12270","map04080","Neuroactive ligand-receptor interaction"
"C01598","map04080","Neuroactive ligand-receptor interaction"
"C00025","map04080","Neuroactive ligand-receptor interaction"
"C00245","map04080","Neuroactive ligand-receptor interaction"
"C13856","map04080","Neuroactive ligand-receptor interaction"
"C16512","map04080","Neuroactive ligand-receptor interaction"
"C11695","map04080","Neuroactive ligand-receptor interaction"
"C00735","map04080","Neuroactive ligand-receptor interaction"
"C00025","map04082","Neuroactive ligand signaling"
"C00041","map04122","Sulfur relay system"
"C00378","map04122","Sulfur relay system"
"C00019","map04122","Sulfur relay system"
"C00097","map04122","Sulfur relay system"
"C04230","map04148","Efferocytosis"
"C00062","map04148","Efferocytosis"
"C00019","map04148","Efferocytosis"
"C00073","map04148","Efferocytosis"
"C02530","map04148","Efferocytosis"
"C00062","map04150","mTOR signaling pathway"
"C00319","map04210","Apoptosis"
"C03150","map04212","Longevity regulating pathway - worm"
"C00153","map04212","Longevity regulating pathway - worm"
"C00477","map04214","Apoptosis - fly"
"C00025","map04216","Ferroptosis"
"C00219","map04216","Ferroptosis"
"C00097","map04216","Ferroptosis"
"C00418","map04216","Ferroptosis"
"C00319","map04217","Necroptosis"
"C00219","map04217","Necroptosis"
"C01312","map04270","Vascular smooth muscle contraction"
"C00219","map04270","Vascular smooth muscle contraction"
"C11695","map04361","Axon regeneration"
"C01312","map04370","VEGF signaling pathway"
"C01879","map04382","Cornified envelope formation"
"C00135","map04382","Cornified envelope formation"
"C00836","map04382","Cornified envelope formation"
"C00785","map04382","Cornified envelope formation"
"C00025","map04540","Gap junction"
"C00219","map04611","Platelet activation"
"C01312","map04611","Platelet activation"
"C11221","map04613","Neutrophil extracellular trap formation"
"C20973","map04614","Renin-angiotensin system"
"C00219","map04664","Fc epsilon RI signaling pathway"
"C00219","map04666","Fc gamma R-mediated phagosome formation"
"C01598","map04713","Circadian entrainment"
"C00025","map04713","Circadian entrainment"
"C11695","map04714","Thermogenesis"
"C13856","map04714","Thermogenesis"
"C00025","map04720","Long-term potentiation"
"C00025","map04721","Synaptic vesicle cycle"
"C00025","map04723","Retrograde endocannabinoid signaling"
"C00219","map04723","Retrograde endocannabinoid signaling"
"C13856","map04723","Retrograde endocannabinoid signaling"
"C11695","map04723","Retrograde endocannabinoid signaling"
"C00025","map04724","Glutamatergic synapse"
"C00219","map04726","Serotonergic synapse"
"C05964","map04726","Serotonergic synapse"
"C05635","map04726","Serotonergic synapse"
"C00042","map04727","GABAergic synapse"
"C00025","map04727","GABAergic synapse"
"C00082","map04728","Dopaminergic synapse"
"C00025","map04730","Long-term depression"
"C00219","map04730","Long-term depression"
"C00158","map04742","Taste transduction"
"C11045","map04742","Taste transduction"
"C00089","map04742","Taste transduction"
"C00025","map04742","Taste transduction"
"C00219","map04745","Phototransduction - fly"
"C04742","map04750","Inflammatory mediator regulation of TRP channels"
"C11695","map04750","Inflammatory mediator regulation of TRP channels"
"C00219","map04750","Inflammatory mediator regulation of TRP channels"
"C00219","map04912","GnRH signaling pathway"
"C00219","map04913","Ovarian steroidogenesis"
"C01953","map04913","Ovarian steroidogenesis"
"C02530","map04913","Ovarian steroidogenesis"
"C00082","map04916","Melanogenesis"
"C00082","map04917",NA
"C00219","map04921",NA
"C00042","map04922",NA
"C00122","map04922",NA
"C00158","map04922",NA
"C00219","map04923",NA
"C01124","map04925",NA
"C01953","map04925",NA
"C01780","map04925",NA
"C00219","map04925",NA
"C01953","map04927",NA
"C00735","map04927",NA
"C00735","map04934",NA
"C01953","map04934",NA
"C01780","map04960",NA
"C00762","map04960",NA
"C00735","map04960",NA
"C00014","map04964",NA
"C00025","map04964",NA
"C00014","map04966",NA
"C01355","map04973",NA
"C00089","map04973",NA
"C01835","map04973",NA
"C00062","map04974",NA
"C00014","map04974",NA
"C00135","map04974",NA
"C01746","map04974",NA
"C00073","map04974",NA
"C00041","map04974",NA
"C00148","map04974",NA
"C00407","map04974",NA
"C00188","map04974",NA
"C00079","map04974",NA
"C00082","map04974",NA
"C00025","map04974",NA
"C08262","map04974",NA
"C00097","map04974",NA
"C02530","map04975",NA
"C00366","map04976",NA
"C00735","map04976",NA
"C05465","map04976",NA
"C00695","map04976",NA
"C05466","map04976",NA
"C03033","map04976",NA
"C05122","map04976",NA
"C07966","map04976",NA
"C02530","map04976",NA
"C02530","map04977",NA
"C00018","map04977",NA
"C00153","map04977",NA
"C00864","map04977",NA
"C00255","map04977",NA
"C00378","map04977",NA
"C13202","map04977",NA
"C00073","map04978",NA
"C00041","map04978",NA
"C00148","map04978",NA
"C00407","map04978",NA
"C00079","map04978",NA
"C00188","map04978",NA
"C05122","map04979",NA
"C05466","map04979",NA
"C05465","map04979",NA
"C02530","map04979",NA
"C00073","map04980",NA
"C00073","map04981",NA
"C00019","map04981",NA
"C00082","map05012",NA
"C00062","map05014",NA
"C00025","map05014",NA
"C00025","map05016",NA
"C00025","map05017",NA
"C00062","map05022",NA
"C00025","map05022",NA
"C00025","map05030",NA
"C00082","map05030",NA
"C00025","map05031",NA
"C00082","map05031",NA
"C00025","map05033",NA
"C00025","map05034",NA
"C00082","map05034",NA
"C00014","map05110",NA
"C00014","map05120",NA
"C00407","map05131",NA
"C00219","map05140",NA
"C00062","map05142",NA
"C00062","map05146",NA
"C00219","map05146",NA
"C00735","map05200",NA
"C21642","map05200",NA
"C00762","map05200",NA
"C00122","map05200",NA
"C16038","map05200",NA
"C07653","map05200",NA
"C16038","map05204",NA
"C19574","map05204",NA
"C19562","map05204",NA
"C16453","map05204",NA
"C20284","map05204",NA
"C13624","map05207",NA
"C03690","map05207",NA
"C14240","map05207",NA
"C16453","map05207",NA
"C20316","map05208",NA
"C01782","map05208",NA
"C00019","map05208",NA
"C16038","map05208",NA
"C16453","map05208",NA
"C00122","map05211",NA
"C00735","map05215",NA
"C00762","map05215",NA
"C00025","map05215",NA
"C12270","map05215",NA
"C16038","map05215",NA
"C07653","map05215",NA
"C21642","map05225",NA
"C00062","map05230",NA
"C00135","map05230",NA
"C00042","map05230",NA
"C00025","map05230",NA
"C00041","map05230",NA
"C00079","map05230",NA
"C00122","map05230",NA
"C00097","map05230",NA
"C00073","map05230",NA
"C00407","map05230",NA
"C00158","map05230",NA
"C00148","map05230",NA
"C00082","map05230",NA
"C00588","map05231",NA
"C04230","map05231",NA
"C02530","map05417",NA
"C00219","map07034",NA
"C00156","map07110",NA
"C00735","map07225",NA
"C00762","map07225",NA
"C01780","map07225",NA
"C07521","map07230",NA
